		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air	Temp	Temp	Temp	Hum	Hum		Soil 1	Soil 2	Soil 3	Soil 4	Soil 	Soil 	Soil 	Soil 	Leaf	Leaf	Leaf 	Leaf 	Wind	Wind	ISS 	Arc.
02/04/22	2:30 a	12.8	12.8	12.6	58	4.8	8.0	SSE	4.02	17.7	SSE	12.3	12.1	11.6	---	1003.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.115	0.000	12.9	51	3.0	11.9	9.65	1.2129	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
02/04/22	3:00 a	12.5	12.8	12.5	59	4.7	8.0	SSE	4.02	14.5	SE	11.9	11.8	11.2	---	1003.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.122	0.000	12.9	51	3.0	11.9	9.65	1.2129	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
02/04/22	3:30 a	11.8	12.5	11.8	62	4.8	9.7	SSE	4.83	14.5	S	10.9	11.2	10.3	---	1002.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.135	0.000	12.9	51	3.0	11.9	9.65	1.2122	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
02/04/22	4:00 a	11.8	11.9	11.7	62	4.7	6.4	SSE	3.22	12.9	SSE	11.4	11.2	10.8	---	1002.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.137	0.000	12.9	51	3.0	11.9	9.65	1.2117	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
02/04/22	4:30 a	11.8	12.1	11.8	62	4.7	4.8	SE	2.41	12.9	SSE	11.8	11.2	11.2	---	1002.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.137	0.000	12.9	51	3.0	11.9	9.65	1.2117	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/04/22	5:00 a	11.6	11.8	11.6	63	4.7	1.6	SE	0.80	4.8	SE	11.6	11.0	11.0	---	1002.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.141	0.000	12.9	51	3.0	11.9	9.65	1.2119	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/04/22	5:30 a	11.1	11.6	11.1	64	4.5	1.6	SE	0.80	3.2	SE	11.1	10.6	10.6	---	1002.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.152	0.000	12.9	51	3.0	11.9	9.65	1.2118	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
02/04/22	6:00 a	11.1	11.2	10.9	70	5.8	3.2	SE	1.61	8.0	SE	11.1	10.7	10.7	---	1002.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.152	0.000	12.9	51	3.0	11.9	9.65	1.2118	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
02/04/22	6:30 a	10.6	11.1	10.5	75	6.3	4.8	ESE	2.41	8.0	SE	10.4	10.3	10.2	---	1001.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.162	0.000	12.9	51	3.0	11.9	9.65	1.2115	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
02/04/22	7:00 a	10.6	10.6	10.5	75	6.3	6.4	ESE	3.22	12.9	ESE	10.0	10.3	9.8	---	1002.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.162	0.000	12.8	51	2.9	11.8	9.65	1.2121	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	692	1	100.0	30
02/04/22	7:30 a	10.6	10.6	10.5	75	6.3	6.4	ESE	3.22	9.7	ESE	10.0	10.3	9.8	---	1002.1	0.00	0.0	11	0.47	23	0.0	0.00	0.0	0.162	0.000	12.9	51	3.0	11.9	9.65	1.2118	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
02/04/22	8:00 a	10.8	10.8	10.6	75	6.5	8.0	ESE	4.02	12.9	ESE	9.9	10.6	9.7	---	1002.1	0.00	0.0	53	2.28	91	0.0	0.00	0.0	0.157	0.000	12.9	51	3.0	11.9	9.65	1.2118	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
02/04/22	8:30 a	11.7	11.7	10.8	72	6.8	4.8	ESE	2.41	8.0	ESE	11.7	11.3	11.3	---	1002.1	0.00	0.0	130	5.59	165	0.0	0.00	0.0	0.139	0.000	12.9	51	3.0	11.9	9.65	1.2119	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
02/04/22	9:00 a	12.2	12.2	11.7	71	7.1	3.2	SSE	1.61	8.0	SE	12.2	11.8	11.8	---	1002.6	0.00	0.0	231	9.93	290	0.0	0.00	0.0	0.128	0.000	12.9	50	2.8	11.9	9.54	1.2124	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/04/22	9:30 a	12.4	12.5	12.2	68	6.7	8.0	SSE	4.02	14.5	WSW	11.9	11.9	11.4	---	1002.9	0.00	0.0	216	9.29	323	0.1	0.02	0.5	0.123	0.000	13.1	51	3.1	12.1	9.65	1.2120	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/04/22	10:00 a	12.9	13.0	12.4	65	6.5	11.3	W	5.63	22.5	WSW	12.0	12.3	11.4	---	1003.1	0.00	0.0	363	15.61	403	0.7	0.15	0.8	0.112	0.000	13.1	51	3.1	12.1	9.65	1.2122	---	---	---	---	---	0.18	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
02/04/22	10:30 a	14.1	14.1	12.9	51	4.1	16.1	WNW	8.05	32.2	NW	12.1	13.0	11.1	---	1003.0	0.00	0.0	454	19.52	517	0.9	0.19	1.1	0.089	0.000	13.1	51	3.1	12.1	9.65	1.2121	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
02/04/22	11:00 a	14.3	14.3	13.9	49	3.8	20.9	WNW	10.46	32.2	NW	11.6	13.2	10.4	---	1002.4	0.00	0.0	449	19.31	529	1.0	0.21	1.2	0.083	0.000	13.1	50	2.9	12.1	9.54	1.2116	---	---	---	---	---	0.33	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/04/22	11:30 a	14.1	14.6	14.1	53	4.7	24.1	WNW	12.07	43.5	WNW	10.9	13.1	9.9	---	1002.2	0.00	0.0	383	16.47	640	1.0	0.21	1.3	0.088	0.000	13.1	50	2.9	12.1	9.54	1.2111	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/04/22	12:00 p	14.8	14.9	14.1	55	5.9	27.4	WNW	13.68	46.7	NW	11.4	13.9	10.4	---	1001.8	0.00	0.0	490	21.07	684	1.2	0.26	1.4	0.073	0.000	13.1	50	2.9	12.1	9.54	1.2106	---	---	---	---	---	0.36	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
02/04/22	12:30 p	15.9	16.0	14.9	51	5.8	27.4	NW	13.68	45.1	WNW	12.6	14.9	11.6	---	1001.5	0.00	0.0	499	21.46	638	1.2	0.26	1.4	0.050	0.000	13.2	50	3.0	12.1	9.54	1.2100	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/04/22	1:00 p	16.6	16.6	15.9	49	5.8	27.4	NW	13.68	46.7	WNW	13.3	15.4	12.2	---	1001.1	0.00	0.0	505	21.72	642	1.2	0.26	1.4	0.037	0.000	13.2	51	3.3	12.2	9.65	1.2091	---	---	---	---	---	0.41	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/04/22	1:30 p	17.1	17.2	16.6	47	5.7	29.0	NW	14.48	51.5	NNW	13.8	15.9	12.7	---	1001.0	0.00	0.0	473	20.34	571	1.2	0.26	1.4	0.025	0.000	13.3	51	3.4	12.3	9.65	1.2084	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
02/04/22	2:00 p	17.9	17.9	17.1	43	5.1	27.4	NW	13.68	43.5	NNW	14.8	16.6	13.6	---	1000.8	0.00	0.0	469	20.17	636	1.1	0.24	1.3	0.009	0.000	13.4	50	3.2	12.3	9.53	1.2080	---	---	---	---	---	0.43	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
02/04/22	2:30 p	17.9	18.3	17.9	42	4.8	29.0	NW	14.48	51.5	NW	14.7	16.6	13.4	---	1000.6	0.00	0.0	444	19.09	490	1.0	0.21	1.1	0.008	0.000	13.4	50	3.2	12.4	9.53	1.2076	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
02/04/22	3:00 p	17.5	17.9	17.3	44	5.1	24.1	WNW	12.07	41.8	WNW	14.8	16.2	13.5	---	1000.7	0.00	0.0	172	7.40	294	0.2	0.04	0.6	0.017	0.000	13.4	50	3.2	12.4	9.53	1.2076	---	---	---	---	---	0.36	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/04/22	3:30 p	17.9	18.1	17.5	42	4.8	20.9	NW	10.46	38.6	NW	15.7	16.6	14.3	---	1000.9	0.00	0.0	282	12.13	455	0.2	0.04	0.5	0.008	0.000	13.5	49	3.0	12.4	9.35	1.2078	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
02/04/22	4:00 p	17.9	17.9	17.8	41	4.5	16.1	NW	8.05	32.2	WNW	16.7	16.6	15.3	---	1001.0	0.00	0.0	96	4.13	134	0.0	0.00	0.0	0.008	0.000	13.5	49	3.0	12.4	9.35	1.2080	---	---	---	---	---	0.25	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
02/04/22	4:30 p	18.0	18.2	17.9	39	3.8	20.9	W	10.46	37.0	W	15.7	16.5	14.2	---	1001.6	0.00	0.0	51	2.19	63	0.0	0.00	0.0	0.007	0.000	13.4	49	2.9	12.3	9.35	1.2089	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
02/04/22	5:00 p	16.9	18.0	16.9	44	4.6	24.1	WNW	12.07	53.1	W	14.1	15.6	12.8	---	1002.0	0.00	0.0	45	1.94	51	0.0	0.00	0.0	0.029	0.000	13.4	49	2.9	12.3	9.35	1.2094	---	---	---	---	---	0.20	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/04/22	5:30 p	15.4	16.9	15.4	51	5.3	29.0	W	14.48	51.5	W	11.9	14.4	10.9	---	1002.5	0.00	0.0	22	0.95	46	0.0	0.00	0.0	0.060	0.000	13.4	49	2.9	12.3	9.35	1.2100	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/04/22	6:00 p	15.1	15.4	15.1	52	5.3	17.7	WNW	8.85	30.6	WNW	13.0	14.1	11.9	---	1002.3	0.00	0.0	0	0.00	5	0.0	0.00	0.0	0.067	0.000	13.4	49	2.9	12.3	9.35	1.2098	---	---	---	---	---	0.15	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
02/04/22	6:30 p	14.6	15.1	14.6	56	5.9	9.7	NW	4.83	22.5	NW	14.1	13.7	13.2	---	1002.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	13.4	50	3.2	12.3	9.53	1.2101	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
02/04/22	7:00 p	14.1	14.5	14.1	56	5.4	6.4	WNW	3.22	14.5	NW	14.1	13.2	13.2	---	1003.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.089	0.000	13.4	50	3.2	12.3	9.53	1.2109	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
02/04/22	7:30 p	13.6	14.1	13.5	55	4.7	6.4	W	3.22	22.5	WSW	13.5	12.7	12.6	---	1004.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.100	0.000	13.3	50	3.1	12.3	9.53	1.2123	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
02/04/22	8:00 p	12.7	13.8	12.7	55	3.9	9.7	SW	4.83	19.3	W	11.9	11.8	11.0	---	1004.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.118	0.000	13.4	50	3.2	12.3	9.53	1.2119	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
02/04/22	8:30 p	13.3	13.6	12.7	53	3.9	11.3	SW	5.63	22.5	SW	12.4	12.4	11.5	---	1004.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.104	0.000	13.4	50	3.2	12.3	9.53	1.2120	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/04/22	9:00 p	12.7	13.3	12.7	56	4.2	9.7	WSW	4.83	17.7	WSW	11.9	11.9	11.1	---	1004.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.117	0.000	13.4	50	3.2	12.3	9.53	1.2121	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
02/04/22	9:30 p	12.0	12.7	11.9	60	4.5	9.7	WSW	4.83	17.7	WSW	11.1	11.3	10.3	---	1004.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.132	0.000	13.4	50	3.2	12.3	9.53	1.2126	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
02/04/22	10:00 p	12.3	12.4	11.9	59	4.5	6.4	WNW	3.22	14.5	WSW	12.0	11.6	11.3	---	1004.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.126	0.000	13.4	50	3.2	12.3	9.53	1.2129	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
02/04/22	10:30 p	11.5	12.3	11.5	61	4.2	3.2	NNW	1.61	12.9	NNW	11.5	10.9	10.9	---	1004.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.142	0.000	13.3	50	3.1	12.3	9.53	1.2132	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
02/04/22	11:00 p	11.1	11.5	11.1	64	4.6	3.2	NNW	1.61	6.4	NNW	11.1	10.6	10.6	---	1005.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.150	0.000	13.3	50	3.1	12.3	9.53	1.2136	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
02/04/22	11:30 p	10.6	11.1	10.6	67	4.7	3.2	NNW	1.61	6.4	NNW	10.6	10.2	10.2	---	1004.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.161	0.000	13.4	50	3.2	12.3	9.53	1.2131	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
02/05/22	12:00 a	8.4	10.7	8.4	67	2.7	3.2	NNW	1.61	9.7	W	8.4	8.1	8.1	---	1004.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.206	0.000	13.4	50	3.2	12.3	9.53	1.2131	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
02/05/22	12:30 a	7.0	8.4	7.0	70	1.9	6.4	SSW	3.22	9.7	SSW	5.9	6.7	5.6	---	1005.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.236	0.000	13.4	50	3.2	12.3	9.53	1.2133	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/05/22	1:00 a	7.3	7.4	6.9	71	2.4	6.4	SW	3.22	11.3	SW	6.3	7.1	6.0	---	1004.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.229	0.000	13.4	50	3.2	12.3	9.53	1.2130	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
02/05/22	1:30 a	7.2	7.6	7.0	71	2.3	9.7	WSW	4.83	17.7	WSW	5.3	6.9	5.1	---	1005.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.233	0.000	13.4	50	3.2	12.3	9.53	1.2132	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	689	1	100.0	30
02/05/22	2:00 a	7.9	8.2	7.1	71	3.0	11.3	WSW	5.63	17.7	WSW	6.0	7.7	5.7	---	1005.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.216	0.000	13.4	49	2.9	12.3	9.35	1.2136	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
02/05/22	2:30 a	8.2	8.4	7.9	67	2.4	9.7	WSW	4.83	16.1	WSW	6.5	7.8	6.2	---	1005.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.212	0.000	13.4	49	2.9	12.3	9.35	1.2137	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
02/05/22	3:00 a	8.5	8.5	8.2	67	2.7	12.9	WSW	6.44	19.3	W	6.3	8.2	5.9	---	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.205	0.000	13.4	49	2.9	12.3	9.35	1.2138	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
02/05/22	3:30 a	7.5	8.5	7.4	69	2.2	9.7	WSW	4.83	16.1	WSW	5.7	7.2	5.4	---	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.226	0.000	13.4	49	2.9	12.3	9.35	1.2139	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
02/05/22	4:00 a	8.2	8.2	7.5	68	2.6	11.3	WSW	5.63	20.9	W	6.2	7.8	5.9	---	1005.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.212	0.000	13.4	49	2.9	12.3	9.35	1.2139	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
02/05/22	4:30 a	7.2	8.2	7.2	70	2.1	12.9	WSW	6.44	20.9	W	4.8	6.9	4.5	---	1005.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.231	0.000	13.4	49	2.9	12.3	9.35	1.2143	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
02/05/22	5:00 a	6.8	8.1	6.8	69	1.5	11.3	WSW	5.63	22.5	WSW	4.6	6.5	4.3	---	1005.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.241	0.000	13.4	48	2.6	12.3	9.15	1.2145	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
02/05/22	5:30 a	6.2	6.8	5.9	70	1.1	9.7	WSW	4.83	16.1	WSW	4.1	5.8	3.8	---	1006.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.253	0.000	13.3	48	2.5	12.2	9.15	1.2151	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
02/05/22	6:00 a	7.4	7.4	6.2	67	1.7	14.5	WSW	7.24	22.5	WSW	4.7	7.1	4.4	---	1006.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.227	0.000	13.3	48	2.5	12.2	9.15	1.2155	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/05/22	6:30 a	7.5	7.7	7.4	67	1.8	19.3	WSW	9.66	29.0	WSW	4.0	7.2	3.7	---	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.226	0.000	13.3	47	2.2	12.1	8.95	1.2167	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
02/05/22	7:00 a	6.5	7.5	6.5	69	1.2	12.9	WSW	6.44	22.5	WSW	3.9	6.2	3.6	---	1007.2	0.00	0.0	0	0.00	5	0.0	0.00	0.0	0.247	0.000	13.3	47	2.2	12.1	8.95	1.2170	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
02/05/22	7:30 a	6.3	6.6	6.2	71	1.5	6.4	WSW	3.22	20.9	WSW	5.1	6.1	4.8	---	1007.6	0.00	0.0	17	0.73	33	0.0	0.00	0.0	0.250	0.000	13.2	47	2.1	12.1	8.95	1.2177	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	692	1	100.0	30
02/05/22	8:00 a	6.5	6.5	5.8	71	1.6	6.4	WSW	3.22	16.1	WSW	5.3	6.2	5.1	---	1007.8	0.00	0.0	72	3.10	113	0.0	0.00	0.0	0.247	0.000	13.2	47	2.1	12.1	8.95	1.2180	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
02/05/22	8:30 a	7.3	7.3	6.5	69	2.0	8.0	WSW	4.02	16.1	WSW	5.8	7.0	5.5	---	1008.5	0.00	0.0	154	6.62	192	0.0	0.00	0.0	0.230	0.000	13.2	47	2.1	12.1	8.95	1.2187	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	691	1	100.0	30
02/05/22	9:00 a	8.9	8.9	7.3	65	2.7	14.5	WSW	7.24	25.7	W	6.4	8.5	6.0	---	1008.9	0.00	0.0	232	9.98	267	0.0	0.00	0.0	0.197	0.000	13.2	47	2.1	12.1	8.95	1.2193	---	---	---	---	---	0.13	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
02/05/22	9:30 a	10.1	10.1	8.9	63	3.4	16.1	W	8.05	25.7	WNW	7.5	9.7	7.1	---	1009.2	0.00	0.0	305	13.12	339	0.3	0.06	0.6	0.171	0.000	13.2	47	2.1	12.1	8.95	1.2196	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
02/05/22	10:00 a	10.6	10.6	10.0	62	3.6	19.3	W	9.66	27.4	W	7.5	10.2	7.1	---	1009.3	0.00	0.0	377	16.21	408	0.7	0.15	0.8	0.161	0.000	13.3	47	2.2	12.1	8.95	1.2195	---	---	---	---	---	0.23	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/05/22	10:30 a	11.3	11.3	10.6	61	4.0	17.7	WNW	8.85	25.7	W	8.6	10.7	7.9	---	1009.7	0.00	0.0	439	18.88	466	0.9	0.19	1.0	0.147	0.000	13.3	48	2.5	12.2	9.15	1.2198	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/05/22	11:00 a	12.4	12.4	11.2	60	4.8	11.3	WNW	5.63	22.5	W	11.3	11.7	10.6	---	1009.4	0.00	0.0	490	21.07	513	1.1	0.24	1.2	0.124	0.000	13.3	48	2.5	12.2	9.15	1.2194	---	---	---	---	---	0.28	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/05/22	11:30 a	13.2	13.3	12.4	60	5.6	8.0	NW	4.02	16.1	NNW	12.7	12.4	11.9	---	1009.4	0.00	0.0	527	22.66	547	1.3	0.28	1.3	0.108	0.000	13.3	49	2.8	12.2	9.35	1.2192	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
02/05/22	12:00 p	13.9	14.1	13.2	58	5.8	6.4	NNW	3.22	14.5	NNE	13.9	13.1	13.1	---	1009.2	0.00	0.0	547	23.52	591	1.3	0.28	1.4	0.091	0.000	13.3	49	2.8	12.2	9.35	1.2191	---	---	---	---	---	0.30	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/05/22	12:30 p	14.2	14.4	13.8	58	6.0	8.0	NNW	4.02	17.7	NNW	13.9	13.3	13.1	---	1009.0	0.00	0.0	544	23.40	633	1.4	0.30	1.5	0.087	0.000	13.3	49	2.8	12.2	9.35	1.2185	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/05/22	1:00 p	14.7	14.7	14.2	56	6.0	8.0	WNW	4.02	17.7	WNW	14.5	13.8	13.6	---	1008.3	0.00	0.0	562	24.17	577	1.4	0.30	1.5	0.076	0.000	13.3	49	2.8	12.2	9.35	1.2177	---	---	---	---	---	0.33	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/05/22	1:30 p	15.2	15.2	14.7	54	5.9	4.8	NW	2.41	17.7	WSW	15.2	14.2	14.2	---	1008.1	0.00	0.0	548	23.57	559	1.4	0.30	1.4	0.066	0.000	13.3	49	2.8	12.2	9.35	1.2177	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
02/05/22	2:00 p	16.0	16.2	15.2	51	5.9	6.4	NNE	3.22	20.9	NW	16.0	14.9	14.9	---	1008.0	0.00	0.0	535	23.01	566	1.2	0.26	1.3	0.049	0.000	13.3	50	3.1	12.3	9.53	1.2170	---	---	---	---	---	0.30	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
02/05/22	2:30 p	16.1	16.3	15.7	50	5.6	8.0	N	4.02	19.3	N	16.1	14.9	14.9	---	1008.0	0.00	0.0	498	21.42	615	1.0	0.21	1.2	0.047	0.000	13.3	50	3.1	12.3	9.53	1.2170	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
02/05/22	3:00 p	15.9	16.1	15.7	50	5.5	16.1	W	8.05	29.0	W	14.3	14.8	13.2	---	1008.0	0.00	0.0	209	8.99	561	0.6	0.13	0.8	0.051	0.000	13.4	50	3.2	12.3	9.53	1.2168	---	---	---	---	---	0.25	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
02/05/22	3:30 p	15.8	15.9	15.7	50	5.4	12.9	WNW	6.44	25.7	W	15.1	14.7	13.9	---	1008.1	0.00	0.0	195	8.39	482	0.1	0.02	0.6	0.052	0.000	13.4	50	3.2	12.3	9.53	1.2170	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
02/05/22	4:00 p	15.9	16.2	15.8	49	5.2	12.9	WNW	6.44	24.1	WNW	15.1	14.7	13.9	---	1008.3	0.00	0.0	270	11.61	374	0.0	0.00	0.0	0.051	0.000	13.4	50	3.2	12.3	9.53	1.2172	---	---	---	---	---	0.20	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
02/05/22	4:30 p	16.1	16.2	15.9	49	5.3	12.9	W	6.44	24.1	W	15.3	14.9	14.2	---	1008.6	0.00	0.0	202	8.69	253	0.0	0.00	0.0	0.047	0.000	13.4	50	3.2	12.3	9.53	1.2175	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
02/05/22	5:00 p	15.9	16.2	15.9	49	5.2	8.0	NNW	4.02	17.7	WNW	15.9	14.8	14.8	---	1008.8	0.00	0.0	88	3.78	148	0.0	0.00	0.0	0.050	0.000	13.3	50	3.1	12.3	9.53	1.2181	---	---	---	---	---	0.15	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
